colonia_geo,alcaldia_geo,n_listings,precio_promedio,ingreso_anual_promedio,ocupacion_promedio,dist_transporte_promedio,tasa_crimen,reviews_promedio,score_precio,score_ocupacion,score_seguridad,score_transporte,score_total
santa cruz aviacion,venustiano carranza,33,855.242424242424,106783.121212121,0.375840597758406,0.110824234404819,0.000460738497992497,58.6060606060606,-0.21204860135394,0.42773462658529,0.283846410123016,0.434960561422793,0.208467201878567
general ignacio zaragoza,venustiano carranza,44,1075.09090909091,170809.068181818,0.391780821917808,0.147750445178228,0.00204041334825248,94.7272727272727,0.23203063067709,0.556907793051876,-0.397740894435698,0.246544378559937,0.206442223943538
agricola / ex-hacienda de guadalupe chimalistac,alvaro obregon,19,1106.42105263158,125152.210526316,0.325306416726748,0.180890153037024,6.58197854274995e-05,78.8421052631579,0.295315424713998,0.0182259450649832,0.454243236262695,0.0774488465471858,0.200400827495671
ampliacion del gas,azcapotzalco,28,1042.85714285714,114120.785714286,0.327984344422701,0.122836850013882,0.000394918712564997,31.6428571428571,0.166920579250428,0.0399267942246659,0.312245881146296,0.373666127689877,0.199236613809763
independencia batan norte,la magdalena contreras,5,699.6,102603.6,0.414794520547945,0.142683599505506,0.000197459356282499,50.4,-0.526435886199947,0.743401552138011,0.397444294216136,0.272397985004085,0.199058155625463
barrio la concepcion,coyoacan,58,1412.37931034483,158557.155172414,0.265139348134152,0.21532590549042,0.000197459356282499,117.534482758621,0.91333063738417,-0.469343783528434,0.397444294216136,-0.0982597597621087,0.193032963047526
san juan de aragon v seccion,gustavo a madero,8,848,101191.375,0.427397260273973,0.278810297177024,0.000131639570854999,161.5,-0.226677813821951,0.845529086875656,0.425843765239416,-0.422189199106966,0.186386295142602
jamaica,venustiano carranza,5,788.4,118489.8,0.400547945205479,0.134775184026162,0.000724017639702495,62.4,-0.347065826717696,0.627953034608499,0.170248526029897,0.312750716191564,0.180866010811533
carlos hank gonzalez,iztapalapa,5,211.4,42175.6,0.54027397260274,0.114821212451111,0.000855657210557494,14.8,-1.51256722673187,1.76023657191717,0.113449583983337,0.414565960116686,0.179903912375595
unidad kennedy,venustiano carranza,16,959.25,107073.5625,0.345719178082192,0.14221272672992,0.000329098927137498,65.75,-0.00196025619356758,0.183642754404776,0.340645352169576,0.274800615794839,0.177593943056245
del carmen,coyoacan,108,1369.09259259259,130630.592592593,0.278411973617453,0.0977180186238776,0.00184295399196999,51.4074074074074,0.825894363307483,-0.361787763998318,-0.312542481365862,0.501835095730551,0.177090502665687
campestre,alvaro obregon,18,1147.61111111111,134396.111111111,0.306849315068493,0.183751621404092,0.000131639570854999,74.4444444444445,0.378516587321555,-0.131342984527907,0.425843765239416,0.0628481892955104,0.17189047174508
venustiano carranza,venustiano carranza,13,491.769230769231,80407.6153846154,0.442149631190727,0.0950999464209396,0.000394918712564997,34.3076923076923,-0.946240136640995,0.965076368341127,0.312245881146296,0.515193822786622,0.171138810296623
nueva santa maria,azcapotzalco,13,1023.46153846154,105589.230769231,0.321390937829294,0.086109608185365,0.000855657210557494,60.1538461538462,0.127742755893065,-0.0135035213690852,0.113449583983337,0.561067070474759,0.169175101248813
loreto,alvaro obregon,15,968.466666666667,214296.466666667,0.33662100456621,0.109042504753161,0.000724017639702495,20.7333333333333,0.016656793899091,0.109914814924791,0.170248526029897,0.444051846253478,0.16083155710384
