ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y,
25950,10059943,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,03/02/2025,ANTIGUO CAMINO A SAN ANDRES,NO SE ESPECIFICA,SAN MATEO XALPA,XOCHIMILCO,XO-1,-99.11875849,19.2252603,
25951,10059959,COY-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,22/09/2025,NAHUATLACAS,SIN REGISTRO,AJUSCO,COYOACAN,COY-4,-99.16305026,19.31322021,
25952,10059975,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,25/08/2025,631,SIN REGISTRO,SAN JUAN DE ARAGÓN IV SECCIÓN,GUSTAVO A MADERO,GAM-8,-99.06574302,19.45762638,
25953,10059986,UAT-IZP-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/09/2025,GUERRA DE REFORMA,NO SE ESPECIFICA,LEYES DE REFORMA 3A SECCIÓN,IZTAPALAPA,IZP-4,-99.07045238,19.38245966,
25954,10059987,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/07/2025,RAYON,SIN REGISTRO,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,AZ-2,-99.18541223,19.48166478,
25955,10059997,UAT-MH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,CASA DE LA MONEDA,4A CALLEJON SAN JOAQUIN,10 DE ABRIL,MIGUEL HIDALGO,MH-2,-99.20929788,19.44869529,
25956,10060005,UAT-BJ-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,27/09/2025,5 DE FEBRERO,SANTA CRUZ,SAN SIMÓN TICUMAC,BENITO JUAREZ,BJ-4,-99.14319724,19.37109629,
25957,10060021,UAT-CUJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,OCAMPO,SIN REGISTRO,CUAJIMALPA,CUAJIMALPA DE MORELOS,CJ-1,-99.29917742,19.35687822,
25958,10060023,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,ANDADOR HERMENEGILDO GALEANA,NO SE ESPECIFICA,JOSÉ MARIA MORELOS Y PAVÓN,IZTAPALAPA,IZP-6,-99.02639067,19.37462605,
25959,10060028,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION,28/09/2025,NACION,NO SE ESPECIFICA,LA LAGUNA TICOMÁN,GUSTAVO A MADERO,GAM-2,-99.13043566,19.5130063,
25960,10060029,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,PASEO DE LA REFORMA,HIDALGO,GUERRERO,CUAUHTEMOC,CUH-6,-99.14504356,19.43701964,
25961,10060044,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,ANDADOR 14  (NO SE ENCUENTRA),SIN REGISTRO,LOMAS DE SAN BERNABÉ,LA MAGDALENA CONTRERAS,MC-1,-99.26405534,19.31331379,
25962,10060045,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/05/2025,NO SABE,SIN REGISTRO,SIN REGISTRO,CUAUHTEMOC,FICUH-0,SIN REGISTRO,SIN REGISTRO,
25963,10060051,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/09/2025,SEGUNDO CALLEJON DE MANZANAREZ,CORREGIDORA,CENTRO,CUAUHTEMOC,CUH-4,-99.12730574,19.43059007,
25964,10060052,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,NICOLAS BRAVO,SIN REGISTRO,ZONA CENTRO,VENUSTIANO CARRANZA,VC-1,-99.12228657,19.44082305,
25965,10060056,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,21/09/2025,EJE CENTRAL LAZARO CARDENAS,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.14133136,19.43109096,
25966,10060061,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,259,SUR 24,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06145452,19.38822446,
25967,10060070,GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,BOLA DE ORO,MADRE SELVA,JUAN GONZÁLEZ ROMERO,GUSTAVO A MADERO,GAM-4,-99.09004316,19.50819899,
25968,10060076,UAT-IZP-10,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,28/09/2025,IGNACIO ZARAGOZA,CUAUHTEMOC,LOMAS DE ZARAGOZA,IZTAPALAPA,IZP-10,-99.00081865,19.35351282,
25969,10060078,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,2DA CERRADA EMILIANO ZAPATA,SIN REGISTRO,BARRIO LA CONCEPCIÓN TLACOAPA,XOCHIMILCO,XO-2,-99.10509513,19.26937623,
25970,10060110,UAT-IZP-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,GRACIANO SANCHEZ,SIN REGISTRO,SANTA MARTHA ACATITLA NORTE,IZTAPALAPA,IZP-6,-99.01103007,19.37857995,
25971,10060114,UAT-CUJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,MANANTIALES,SIN REGISTRO,SAN PABLO CHIMALPA,CUAJIMALPA DE MORELOS,CJ-1,-99.31855184,19.35368814,
25972,10060123,UAT-MC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,10 DE MAYO,SIN REGISTRO,LAS CRUCES,LA MAGDALENA CONTRERAS,MC-1,-99.25622398,19.31876019,
25973,10060126,UAT-COY-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,AILE,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.16918243,19.32889061,
25974,10060133,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/09/2025,HORTELANOS,SIN REGISTRO,MORELOS,VENUSTIANO CARRANZA,VC-1,-99.1183582,19.44167452,
25975,10060140,UAT-AO-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,MANZANA 2 GRUPO 1 CASA 6,SIN REGISTRO,SANTA FE,ALVARO OBREGON,AO-2,-99.22687058,19.38518883,
25976,10060144,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,28/09/2025,RIO SAN JAVIER,SIN REGISTRO,RESIDENCIAL ACUEDUCTO DE GUADALUPE,GUSTAVO A MADERO,GAM-2,-99.14926855,19.52784056,
25977,10060145,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,28/09/2025,AGUSTIN LARA,SIN REGISTRO,CERRILLOS SEGUNDA SECCIÓN,XOCHIMILCO,XO-2,-99.01721965,19.24663655,
25978,10060165,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,JESUS CARRANZA,SIN REGISTRO,MORELOS,CUAUHTEMOC,CUH-3,-99.13060809,19.44489413,
25979,10060170,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,SEXTA TARANGO,SIN REGISTRO,LAS AGUILAS 3ER PARQUE,ALVARO OBREGON,AO-3,-99.22085054,19.35162355,
25980,10060178,UAT-TLP-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,PRIMERA VOLCANES,SIN REGISTRO,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,TLALPAN,TLP-1,-99.23950234,19.29224082,
25981,10060183,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/09/2025,NO SE ESPECIFICAN LAS CALLES,SIN REGISTRO,HUAYAMILPAS,COYOACAN,COY-4,-99.1545978,19.32220729,
25982,10060187,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/09/2025,CONGRESO DE LA UNION,SIN REGISTRO,AMPLIACIÓN PENITENCIARIA,VENUSTIANO CARRANZA,VC-1,-99.11966574,19.4358781,
25983,10060188,GAP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/10/2023,RIO CHICO,SIN REGISTRO,TIZAPAN,ALVARO OBREGON,AO-4,-99.19655181,19.34179178,
25984,10060189,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,FRANCISCO ACUÑA DE FIGUEROA,SIN REGISTRO,SAN MIGUEL ZAPOTITLA,TLAHUAC,TLH-1,-99.03904533,19.30873946,
25985,10060194,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,28/09/2025,FRATERNIDAD,SIN REGISTRO,LORETO,ALVARO OBREGON,AO-4,-99.2008207,19.3334982,
25986,10060198,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,SEGUNDO CALLEJON NIÑOS HEROES,SIN REGISTRO,PANCHIMALCO (SAN PEDRO ATOCPAN),MILPA ALTA,MIL-1,-99.04725815,19.19802966,
25987,10060210,UAT-CUH-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,29/09/2025,REPUBLICA DE URUGUAY,SIMON BOLIVAR,CENTRO,CUAUHTEMOC,CUH-6,-99.13943544,19.43091841,
25988,10060215,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,19/09/2025,EJE 2 NORTE AVENIDA MANUEL GONZALEZ,SIN REGISTRO,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,CUH-1,-99.14511344,19.45780563,
25989,10060220,UAT-IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,17/09/2025,CERRADA TREBOL,SIN REGISTRO,CITLALLI,IZTAPALAPA,IZP-9,-99.02225557,19.34068619,
25990,10060226,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,BACUM,SIN REGISTRO,ÁLVARO OBREGÓN,VENUSTIANO CARRANZA,VC-3,-99.11708969,19.41386168,
25991,10060244,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,TERCER CALLEJON DE SAN JUAN DE DIOS,SIN REGISTRO,GUERRERO,CUAUHTEMOC,CUH-2,-99.14344784,19.43901869,
25992,10060248,UAT-XO-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,ACUEDUCTO,SIN REGISTRO,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,XO-1,-99.12539161,19.26097657,
25993,10060252,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/09/2025,RIO PAPALOAPAN,RIO NAZAS,VALLE DE SAN LORENZO,IZTAPALAPA,IZP-8,-99.07883022,19.29932526,
25994,10060260,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,BODAS DE FIGARO,NO SE ESPECIFICA,MIGUEL HIDALGO,TLAHUAC,TLH-1,-99.04400211,19.28838498,
25995,10060261,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,AVENIDA HUITZILOPOCHTLI,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
25996,10060300,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/08/2025,SIN REGISTRO,SIN REGISTRO,RESIDENCIAL ACUEDUCTO DE GUADALUPE,GUSTAVO A MADERO,GAM-2,-99.15217282,19.52741729,
25997,10060303,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/09/2025,PINO SUAREZ,SIN REGISTRO,LA POLVORILLA,IZTAPALAPA,IZP-9,-99.04166944,19.31622519,
25998,10060304,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,EN EL ANDEN PARA ABORDAR EL METRO DE LA ESTACION BALDERAS,NO SE ESPECIFICA,DOCTORES,CUAUHTEMOC,CUH-8,-99.14881604,19.4271693,
25999,10060307,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/09/2025,PARALELA 6,NO SE ESPECIFICA,JOSÉ MARIA PINO SUÁREZ,ALVARO OBREGON,AO-1,-99.20159347,19.39203614,
26000,10060311,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,15/03/2025,AMORES,NO SE ESPECIFICA,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.17057062,19.36705743,
26001,10060319,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,SAN JOSE DE LOS CEDROS,SIN REGISTRO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,CJ-1,-99.28652851,19.36707139,
26002,10060333,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,PINTORES,SIN REGISTRO,MORELOS,VENUSTIANO CARRANZA,VC-1,-99.12503808,19.44975609,
26003,10060335,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/09/2025,NORTE 54A,SIN REGISTRO,EMILIANO ZAPATA,GUSTAVO A MADERO,GAM-7,-99.11771988,19.45928263,
26004,10060355,UAT-XO-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,20 DE NOVIEMBRE,SIN REGISTRO,HUICHAPAN,XOCHIMILCO,XO-1,-99.116628,19.2633782,
26005,10060360,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,07/11/2024,DR OLVERA,NO SE ESPECIFICA,DOCTORES,CUAUHTEMOC,CUH-8,-99.15197622,19.41441841,
26006,10060362,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,ANILLO DE CIRCUNVALACION,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.02701493,19.35451834,
26007,10060374,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/09/2025,TOLTECAS,NO SE ESPECIFICA,AJUSCO,COYOACAN,COY-4,-99.15668679,19.32865591,
26008,10060377,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,SOLEDAD,CALZADA DESIERTO DE LOS LEONES,TETELPAN,ALVARO OBREGON,AO-3,-99.22956386,19.34327527,
26009,10060382,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/09/2025,FRAY PEDRO DE GANTE,NO SE ESPECIFICA,BELISARIO DOMÍNGUEZ SECCIÓN XVI,TLALPAN,TLP-3,-99.1552878,19.292813,
26010,10060390,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,CALZADA DESIERTO DE LOS LEONES,NO SE ESPECIFICA,TETELPAN,ALVARO OBREGON,AO-3,-99.2283111,19.34267502,
26011,10060411,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/03/2025,CARLOS B ZETINA,SIN REGISTRO,ESCANDÓN I SECCIÓN,MIGUEL HIDALGO,MH-5,-99.18295289,19.40039383,
26012,10060433,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,LAS TORRES,SIN REGISTRO,LA ANGOSTURA,ALVARO OBREGON,AO-3,-99.23470841,19.33468901,
26013,10060451,UAT-AO-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,TEQUESQUIRASCO,NO SE ESPECIFICA,EL ENCINO DEL PUEBLO TETELPAN,ALVARO OBREGON,AO-3,-99.22890411,19.34275225,
26014,10060462,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/08/2025,NORTE 7,CUITLAHUAC,DEFENSORES DE LA REPÚBLICA,GUSTAVO A MADERO,GAM-3,-99.14580677,19.47495281,
26015,10060472,UAT-COY-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,EJIDO,SIN REGISTRO,CULHUACÁN CTM SECCIÓN V,COYOACAN,COY-3,-99.11804179,19.32986384,
26016,10060473,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,IGNACIO MOLINA,SIN REGISTRO,CONCHITA B,TLAHUAC,TLH-1,-99.03561356,19.28768521,
26017,10060476,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/09/2025,SANTA ANA,SIN REGISTRO,MORELOS,CUAUHTEMOC,CUH-3,-99.13351108,19.44606509,
26018,10060505,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,07/06/2025,PONIENTE,NO SE ESPECIFICA,INDUSTRIAL VALLEJO,AZCAPOTZALCO,AZ-4,-99.1561368,19.4927106,
26019,10060507,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,25/09/2025,COMETA MANZAN,NO SE ESPECIFICA,LOMA LA PALMA,GUSTAVO A MADERO,GAM-1,-99.14241174,19.55196403,
26020,10060515,AZ-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,EGIPTO,NIZA,SAN ÁLVARO,AZCAPOTZALCO,AZ-2,-99.1844301,19.4629957,
26021,10060516,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/08/2025,CALZADA RENACIMIENTO TORRE 4 DEPTO 408,NO SE ESPECIFICA,PETROLERA,AZCAPOTZALCO,AZ-2,-99.20172337,19.4855477,
26022,10060522,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/09/2025,COATL,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.1643097,19.32662922,
26023,10060523,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/08/2025,RIO CHURUBUSCO,CANAL DE TEZONTLE,PASEOS DE CHURUBUSCO,IZTAPALAPA,IZP-4,-99.09130468,19.38520259,
26024,10060525,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,30/09/2025,SERAPIO RENDON,NO SE ESPECIFICA,SAN RAFAEL,CUAUHTEMOC,CUH-5,-99.16002353,19.43611022,
26025,10060527,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,IGNACIO ZARAGOZA,SIN REGISTRO,FEDERAL,VENUSTIANO CARRANZA,VC-4,-99.08795081,19.41464876,
26026,10060530,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,CIRCUITO RIO FLORIDO,SIN REGISTRO,PASEOS DE CHURUBUSCO,IZTAPALAPA,IZP-4,-99.08575463,19.38798188,
26027,10060533,UAT-IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,19/09/2025,TLAHUAC ESQUIJA ZACATLAN,NO SE ESPECIFICA,SAN LORENZO TEZONCO,IZTAPALAPA,IZP-8,-99.0679672,19.30781561,
26028,10060541,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,ECUATORIANOS,SIN REGISTRO,PARAÍSO,ALVARO OBREGON,AO-1,-99.21196393,19.39150628,
26029,10060542,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,PRIVADA DE LA PROLONGACION AVENIDA TRABAJO,CAMINO REAL A SAN JUAN,SAN NICOLÁS TETELCO,TLAHUAC,TLH-2,-98.97871563,19.22163822,
26030,10060543,UAT-AZ-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/09/2025,1,22,ALDANA,AZCAPOTZALCO,AZ-4,-99.15108421,19.47069469,
26031,10060558,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION,29/09/2025,DESCONOCIDO,NO SE ESPECIFICA,TEPEYAC INSURGENTES,GUSTAVO A MADERO,GAM-6,-99.12438179,19.48552704,
26032,10060575,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/09/2025,DE LAS TORRES,SIN REGISTRO,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.15058602,19.20542202,
26033,10060583,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,309,SIN REGISTRO,NUEVA ATZACOALCO,GUSTAVO A MADERO,GAM-5,-99.09066531,19.49078541,
26034,10060591,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/06/2025,AYUNTAMIENTO,NO SE ESPECIFICA,BARRIO LA FAMA,TLALPAN,TLP-2,-99.17706332,19.29013146,
26035,10060594,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/09/2025,HUAYATLA,MEMETLA,PUEBLO NUEVO ALTO,LA MAGDALENA CONTRERAS,MC-2,-99.25193237,19.30405693,
26036,10060604,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,16/08/2025,SIN DATOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
26037,10060614,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,SALVADOR DIAZ MIRON,NO SE ESPECIFICA,SANTA ANA PONIENTE,TLAHUAC,TLH-1,-99.04663046,19.30172087,
26038,10060621,UAT-TLP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,22/03/2019,RAMON ARRIAGA ACEVES,NO SE ESPECIFICA,LOS CIPRESES,COYOACAN,COY-3,-99.12625347,19.3187183,
26039,10060631,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,30/09/2025,MORELOS,EMILIANO ZAPATA,SAN MIGUEL XICALCO,TLALPAN,TLP-2,-99.16288868,19.23571986,
26040,10060642,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,ROSA CARMESI,SIN REGISTRO,ALFALFAR,ALVARO OBREGON,AO-1,-99.20199937,19.37458893,
26041,10060645,UAT-IZC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/08/2025,1ro DE MAYO,SIN REGISTRO,LA CRUZ COYUYA,IZTACALCO,IZC-1,-99.11658156,19.40554182,
26042,10060646,UAT-IZC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/08/2025,ORIENTE 299,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.08100552,19.39998938,
26043,10060664,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/09/2025,20 DE NOVIEMBRE,SIN REGISTRO,IZTLAHUACÁN,IZTAPALAPA,IZP-10,-98.99656554,19.34267809,
26044,10060685,UAT-IZP-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,15/09/2025,CENTRAL DE ABASTO,NO SE ESPECIFICA,CENTRAL DE ABASTO,IZTAPALAPA,IZP-3,-99.08868152,19.37567745,
26045,10060692,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,19/09/2025,DESCONOCIDO,NO SE ESPECIFICA,PUEBLO CULHUACÁN,IZTAPALAPA,IZP-7,-99.10688474,19.33983636,
26046,10060698,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,CANELA,SIN REGISTRO,GRANJAS MÉXICO,IZTACALCO,IZC-2,-99.10074847,19.39912953,
26047,10060696,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,LOMAS DE CAPULA,SIN REGISTRO,EL TEJOCOTE,ALVARO OBREGON,AO-1,-99.21716655,19.38241655,
26048,10060702,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,SAN MIGUEL,IGNACIO COMONFORT,MALACATES,GUSTAVO A MADERO,GAM-1,-99.13197888,19.57318815,
26049,10060708,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/09/2025,PRIV ACUEDUCTO,SIN REGISTRO,LA CONCHA,XOCHIMILCO,XO-1,-99.1153551,19.25040103,
26050,10060715,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/09/2025,AILE,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.1690283,19.32374797,
26051,10060717,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/09/2025,MAR DE LA TARNQULIDAD,NO SE ESPECIFICA,EL TRIANGULO,TLAHUAC,TLH-2,-99.01092101,19.28342919,
26052,10060722,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,20 DE NOVIEMBRE,SIN REGISTRO,SAN MIGUEL TEOTONGO,IZTAPALAPA,IZP-10,-98.99527096,19.34325004,
26053,10060724,GAP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,JUAN A MATEOS,CALZADA SAN ANTONIO ABAD,OBRERA,CUAUHTEMOC,CUH-8,-99.13555936,19.41027582,
26054,10060728,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,15/07/2025,VIOLETA,SIN REGISTRO,EMILIANO ZAPATA,IZTAPALAPA,IZP-10,-98.97742374,19.33074699,
