ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y,
106,9882435,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,AVENIDA  CUAUHTEMOC NUMERO 330,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
107,9882452,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,05/12/2024,SIN DETERMINAR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
108,9882468,IZP-1,ALTO IMPACTO,VIOLACIÓN,VIOLACION,24/08/2024,ANTONIO CARDENAS,NO SE ESPECIFICA,ESCUADRÓN 201,IZTAPALAPA,IZP-1,-99.11350631,19.36443051,
109,9882472,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/12/2024,HOPELVCHEN,SIN REGISTRO,BELVEDERE AJUSCO,TLALPAN,TLP-1,-99.22459439,19.27016634,
110,9882490,UAT-AZ-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,22/12/2024,SIN REGISTRO,SIN REGISTRO,EL JAGÜEY,AZCAPOTZALCO,AZ-3,-99.17408492,19.4858312,
111,9882512,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,01/09/2023,SIN REGISTRO,SIN PRECISAR,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
112,9882514,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2024,VICENTE GUERRERO,SIN REGISTRO,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.13681941,19.2000516,
113,9882524,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,JOSE JOAQUIN HERRERA,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-4,-99.12635068,19.43837314,
114,9882541,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,28/12/2024,DEL IMAN,NO SE ESPECIFICA,PEDREGAL DE LA ZORRA,COYOACAN,COY-4,-99.16091451,19.30593813,
115,9882552,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/12/2024,PRIVADA DE PROGRESO,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA TOMATLAN,IZTAPALAPA,IZP-7,-99.09822338,19.3249955,
116,9882556,A,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/12/2024,TETLEPANQUETZALZIN,SIN REGISTRO,ZONA URBANA EJIDAL LOS REYES CULHUACAN,IZTAPALAPA,IZP-2,-99.10135681,19.34370823,
117,9882560,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,MINA,2 DE ABRIL,GUERRERO,CUAUHTEMOC,CUH-2,-99.14080926,19.43782909,
118,9882562,FDS-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,15/12/2024,DE LAS GRANJAS,NO SE ESPECIFICA,JARDÍN AZPEITIA,AZCAPOTZALCO,AZ-3,-99.17486272,19.47120597,
119,9882565,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/12/2024,TELECOMUNICACIONES,3,CHINAMPAC DE JUÁREZ,IZTAPALAPA,IZP-5,-99.04148421,19.38150998,
120,9882569,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/12/2024,317,NO SE ESPECIFICA,NUEVA ATZACOALCO,GUSTAVO A MADERO,GAM-5,-99.08777347,19.49149853,
121,9882578,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/10/2024,5 DE MAYO,SIN REGISTRO,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-9,-99.04289224,19.3416397,
122,9882581,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,25/11/2024,NO PROPORCIONA CALLE DE HECHOS,SIN REGISTRO,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,XO-1,-99.12256055,19.24552547,
123,9882584,UAT-CUH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,LUIS DONALDO COLOSIO,JUAN ALDAMA,BUENAVISTA,CUAUHTEMOC,CUH-2,-99.15064966,19.44139499,
124,9882608,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,ANDADOR 2,SIN REGISTRO,CUCHILLA TEPEXIMILPA,TLALPAN,TLP-2,-99.19319802,19.27060075,
125,9882611,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/11/2024,CAMONILA,SIN REGISTRO,SAN MIGUEL TEOTONGO,IZTAPALAPA,IZP-10,-98.99479433,19.34391076,
126,9882627,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,SANTA MARIA NATIVITAS LIBERTAD,SIN REGISTRO,NIÑOS HÉROES,BENITO JUAREZ,BJ-3,-99.14539733,19.38661893,
127,9882638,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2024,ORIENTE 247 A,NO SE ESPECIFICA,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07211785,19.38650917,
128,9882649,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,14/12/2024,TULIPAN,SIN REGISTRO,CALTONGO,XOCHIMILCO,XO-2,-99.09146038,19.26106364,
129,9882653,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,CERRADA FRANCISCO VILLA,NO SE ESPECIFICA,VISTA HERMOSA,GUSTAVO A MADERO,GAM-1,-99.12468076,19.54833578,
130,9882656,D,BAJO IMPACTO,DELITO DE BAJO IMPACTO,TENTATIVA DE FEMINICIDIO,12/09/2020,495,SIN REGISTRO,SAN JUAN DE ARAGÓN VII SECCIÓN,GUSTAVO A MADERO,GAM-8,-99.07323358,19.46988919,
131,9882660,GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/12/2024,CINCO DE FEBRERO,NO SE ESPECIFICA,ARAGÓN LA VILLA,GUSTAVO A MADERO,GAM-6,-99.11591841,19.48144812,
132,9882667,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,03/01/2025,ADOLFO UNDA,NO SE ESPECIFICA,CONCHITA A,TLAHUAC,TLH-1,-99.03879955,19.28878158,
133,9882676,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,XOCHICALCO,SIN REGISTRO,NARVARTE,BENITO JUAREZ,BJ-3,-99.152296,19.39743168,
134,9882685,UAT-TLP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/10/2024,MEDICINA,COPILCO       PARALELA,COPILCO UNIVERSIDAD,COYOACAN,COY-1,-99.17849386,19.33537946,
135,9882691,IZP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/01/2025,XOYOTLA,NO SE ESPECIFICA,SAN PABLO - BARRIO,IZTAPALAPA,IZP-4,-99.08666357,19.35897641,
136,9882700,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/12/2024,TEQUIT,NO SE ESPECIFICA,LOMAS DE PADIERNA,TLALPAN,TLP-1,-99.22548637,19.29003768,
137,9882703,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,01/01/2020,HERMES,NO SE ESPECIFICA,CRÉDITO CONSTRUCTOR,BENITO JUAREZ,BJ-2,-99.17936828,19.3650097,
138,9882706,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,XOCONGO,NO SE ESPECIFICA,TRANSITO,CUAUHTEMOC,CUH-8,-99.13165071,19.41904276,
139,9882715,AEJPA,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA POR CONOCIDO,03/01/2025,PALOMA,SIN REGISTRO,DR. FRANCISCO CABRERA,TLAHUAC,TLH-1,-99.05970918,19.29794723,
140,9882719,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2024,CALLE SUR 121,SIN REGISTRO,LOS PICOS DE IZTACALCO SECCIÓN 1B,IZTACALCO,IZC-2,-99.1062,19.38781221,
141,9882722,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,FRESNO,NO SE ESPECIFICA,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,IZP-8,-99.05775221,19.32138828,
142,9882742,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,14/12/2024,MERCADO CARTEJAENA PIÑA MANTEROL,NO SE ESPECIFICA,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.18892087,19.40227747,
143,9882760,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/01/2025,CAMINO VIEJO A SAN FRANCISCO,NO SE ESPECIFICA,CRUZTITLA (SAN ANTONIO TECOMITL),MILPA ALTA,MIL-2,-98.997974,19.2098561,
144,9882761,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,03/01/2025,PAZ MONTES DE OCA,NO SE ESPECIFICA,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,BJ-4,-99.16043182,19.3614501,
145,9882769,GAM-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,CAMINO CAMPESTRE,ENSEÑANZA,CAMPESTRE ARAGÓN,GUSTAVO A MADERO,GAM-5,-99.07712731,19.48413908,
146,9882776,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,2A JOAQUIN AMARO,NO SE ESPECIFICA,AMPLIACIÓN SAN PEDRO XALPA,AZCAPOTZALCO,AZ-2,-99.21726266,19.47735031,
147,9882785,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/04/2024,PLUTARCO ELIAS CALLES,SIN REGISTRO,PROGRESISTA,IZTAPALAPA,IZP-4,-99.06549938,19.35306282,
148,9882797,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/11/2024,NAVIDAD,NO SE ESPECIFICA,LA NAVIDAD,CUAJIMALPA DE MORELOS,CJ-1,-99.28570696,19.37717779,
149,9882808,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,JUAN DE DIOS PEZA EDIFICIO 4 DEPARTAMENTO 204,NO SE ESPECIFICA,VILLA CENTRO AMERICANA,TLAHUAC,TLH-1,-99.05329457,19.28185879,
150,9882835,D,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,03/01/2025,EXOTITLA,XOCHITEPEC,BARRIO SAN JOSÉ,XOCHIMILCO,XO-2,-99.03539599,19.25314524,
151,9882860,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,PUENTE DE LA GLORIA,SIN REGISTRO,SAN MIGUEL,IZTACALCO,IZC-1,-99.12124937,19.39121597,
152,9882881,UAT-TLH-1,ALTO IMPACTO,VIOLACIÓN,VIOLACION,03/01/2025,JUAN DE DIOS PEZA,SIN REGISTRO,MANUEL GUTIERREZ NAJERA,TLAHUAC,TLH-1,-99.04122674,19.30312686,
153,9882882,UAT-CUH-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/11/2024,JOSE MARIA ROA BARCENAS,SIN REGISTRO,OBRERA,CUAUHTEMOC,CUH-8,-99.14159387,19.4130546,
154,9882885,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/01/2025,ALBINO ALCORZO,SIN REGISTRO,TABLAS DE SAN AGUSTÍN,GUSTAVO A MADERO,GAM-7,-99.11491439,19.46581989,
155,9882905,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,14/10/2023,MEXICO,SIN REGISTRO,SAN MARCOS,XOCHIMILCO,XO-2,-99.10916997,19.26326598,
156,9882922,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,PATRIOTISMO,HOLBEIN,SAN JUAN,BENITO JUAREZ,BJ-1,-99.18372623,19.38070503,
157,9882965,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/10/2024,MANUEL ALEMAN,SIN REGISTRO,LA CONCHITA,TLAHUAC,TLH-1,-99.0326692,19.28315471,
158,9882974,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES,03/01/2024,JESUS LECUONA,BENITO JUAREZ,MIGUEL HIDALGO 3A SECCIÓN,TLALPAN,TLP-2,-99.20846879,19.28175065,
159,9882989,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/12/2024,SUR 109,SIN REGISTRO,24 DE ABRIL,VENUSTIANO CARRANZA,VC-3,-99.11613985,19.4157852,
160,9882999,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,FRAY PEDRO DE GANTE Y UNO,1,BELISARIO DOMÍNGUEZ SECCIÓN XVI,TLALPAN,TLP-3,-99.1565804,19.2942922,
161,9883010,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,03/01/2025,LAGO ISEO,SIN REGISTRO,MARIANO ESCOBEDO,MIGUEL HIDALGO,MH-1,-99.18073502,19.44418624,
162,9883058,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,03/01/2025,ORIENTAL,SIN REGISTRO,LOS CEDROS,COYOACAN,COY-5,-99.11463074,19.31469476,
163,9883064,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,11/11/2024,SANTIAGO,NO SE ESPECIFICA,SANTIAGO NORTE,IZTACALCO,IZC-1,-99.1249008,19.39087081,
164,9883080,UAT-VC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,ORIENTE 166,SIN REGISTRO,MOCTEZUMA 2A SECCIÓN,VENUSTIANO CARRANZA,VC-2,-99.10036633,19.42788737,
165,9883087,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,DESIERTO DE ZIND,SIN REGISTRO,GAONA ARMENTA,ALVARO OBREGON,AO-2,-99.25815043,19.35387145,
166,9883089,UAT-GAM-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/01/2025,SEGUNDA CERRADA AQUILES SERDAN,NO SE ESPECIFICA,MALACATES,GUSTAVO A MADERO,GAM-1,-99.12860833,19.57521874,
167,9883091,CEN-C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,12/12/2024,AVENIDA EUGENIA,GABRIEL MANCERA,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.16611911,19.38792118,
168,9883113,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,BACAO,NO SE ESPECIFICA,SAN CLEMENTE NORTE,ALVARO OBREGON,AO-3,-99.22745687,19.3494923,
169,9883119,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/12/2024,HOPELCHEN,SIN REGISTRO,BELVEDERE AJUSCO,TLALPAN,TLP-1,-99.22575964,19.26900827,
170,9883120,IZP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/10/2024,INDEPENDENCIA,SIN REGISTRO,ZACAHUITZCO,IZTAPALAPA,IZP-1,-99.134343,19.37344952,
171,9883133,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,EUCALIPTO,NO SE ESPECIFICA,EL MANTO,IZTAPALAPA,IZP-7,-99.08116804,19.34746982,
172,9883140,IZP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,OBERON,SIN REGISTRO,SIDERAL,IZTAPALAPA,IZP-4,-99.06579945,19.37409297,
173,9883159,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/12/2024,ALCATRAZ,SIN REGISTRO,SAN MIGUEL TEOTONGO,IZTAPALAPA,IZP-10,-98.98640657,19.33746276,
174,9883164,IZP-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/12/2024,SUPERMANZANA 1,SIN REGISTRO,UNIDAD EJÉRCITO CONSTITUCIONALISTA,IZTAPALAPA,IZP-6,-99.05158463,19.38150285,
175,9883172,UAT-MH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,VENECIA,GRECIA,SAN ÁLVARO,AZCAPOTZALCO,AZ-2,-99.18163637,19.46007058,
176,9883178,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,10,SIN REGISTRO,OLIVAR DEL CONDE 1A SECCIÓN,ALVARO OBREGON,AO-1,-99.204793,19.37740231,
177,9883182,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,1 ROBERTO RODRIGUEZ,SIN REGISTRO,UNIDAD VICENTE GUERRERO,IZTAPALAPA,IZP-5,-99.05291218,19.35179111,
178,9883184,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2024,AGRICULTURA,NO SE ESPECIFICA,ESCANDÓN I SECCIÓN,MIGUEL HIDALGO,MH-5,-99.17845859,19.4017242,
179,9883191,AEJPA,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,03/01/2025,3 ORIENTE AZUCAR,SIN REGISTRO,GRANJAS MÉXICO,IZTACALCO,IZC-2,-99.11203929,19.39824726,
180,9883192,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,03/01/2025,SIN REGISTRO,SIN REGISTRO,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.15459645,19.31303423,
181,9883196,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA POR CONOCIDO,16/09/2023,SIN REGISTRO,NO SE ESPECIFICA,MIRADOR II,TLALPAN,TLP-1,-99.22438469,19.27057565,
182,9883202,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2024,SEYBAPLAYA,NO SE ESPECIFICA,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,TLALPAN,TLP-1,-99.23482043,19.29382541,
183,9883204,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,JACARANDAS,NO SE ESPECIFICA,TOLTENCO,XOCHIMILCO,XO-1,-99.11570298,19.2746672,
184,9883210,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/09/2024,RUBI,NO SE ESPECIFICA,VALLE ESCONDIDO,TLALPAN,TLP-3,-99.1419778,19.27774746,
185,9883213,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,18/12/2024,OCOTOXTLI,SIN REGISTRO,HÉROES DE 1910,TLALPAN,TLP-2,-99.22872217,19.2522395,
186,9883215,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,ORIENTE 237,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.077853,19.38945488,
187,9883223,GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,CALZADA SAN JUAN DE ARAGON,SIN REGISTRO,15 DE AGOSTO,GUSTAVO A MADERO,GAM-4,-99.10615691,19.48314567,
188,9883226,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,16/11/2024,FISICA,NO SE ESPECIFICA,EL ROSARIO,AZCAPOTZALCO,AZ-1,-99.20483128,19.51312093,
189,9883236,UAT-MC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,POLONI,SIN REGISTRO,ATACAXCO,LA MAGDALENA CONTRERAS,MC-1,-99.25250066,19.31453434,
190,9883244,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,24 DE JUNIO,SIN REGISTRO,BARRIO SAN JUAN MINAS,XOCHIMILCO,XO-2,-99.06473991,19.25460998,
191,9883247,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,AGRICULTURA,NO SE ESPECIFICA,ESCANDÓN I SECCIÓN,MIGUEL HIDALGO,MH-5,-99.17698364,19.40192268,
192,9883249,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,21/12/2024,CERRADA TERCERA,NO SE ESPECIFICA,TEPALCATES,IZTAPALAPA,IZP-6,-99.05763427,19.39415542,
193,9883291,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2024,ZARAGOZA,NO SE ESPECIFICA,BUENAVISTA,CUAUHTEMOC,CUH-2,-99.14878306,19.4493344,
194,9883303,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,TEZOZOMOC,NO SE ESPECIFICA,TEZOZOMOC,AZCAPOTZALCO,AZ-2,-99.19609681,19.48818293,
195,9883310,GAP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,RAFAEL MARTINEZ,ANTONIO RODRIGUEZ,SAN SIMÓN TICUMAC,BENITO JUAREZ,BJ-4,-99.14818531,19.37589374,
196,9883313,COY-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,TEPONAXTLI,NO SE ESPECIFICA,ADOLFO RUIZ CORTINES,COYOACAN,COY-4,-99.15779023,19.31754869,
197,9883316,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,01/10/2024,BUFALO,SIN REGISTRO,ACTIPAN,BENITO JUAREZ,BJ-2,-99.1794246,19.36705664,
198,9883345,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/01/2025,CHIAPAS,SIN REGISTRO,ERMITA TIZAPAN,ALVARO OBREGON,AO-4,-99.20232644,19.33809066,
199,9883353,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/01/2025,LOMA NATURAL,NO SE ESPECIFICA,BUENAVISTA,IZTAPALAPA,IZP-9,-99.02712787,19.32048946,
200,9883354,CUH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES,04/01/2025,HIERRO,CALZADA DE GUADALUPE,MAZA,CUAUHTEMOC,CUH-1,-99.12782818,19.4569746,
201,9883355,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2024,XALPATLAHUAC,NO SE ESPECIFICA,ARENAL 4A SECCIÓN,VENUSTIANO CARRANZA,VC-5,-99.06079265,19.43089064,
202,9883359,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,5 DE MAYO,NO SE ESPECIFICA,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.14170735,19.20166363,
203,9883367,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,BELISARIO DOMINGUEZ,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-4,-99.13761292,19.43835877,
204,9883422,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,SEGUNDA PRIVADA DE CALLE ZAZAPOTLA,NO SE ESPECIFICA,TENANTITLA (SAN ANTONIO TECOMITL),MILPA ALTA,MIL-2,-98.99523513,19.22177122,
205,9883423,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,05/12/2024,NORTE 60,SIN REGISTRO,MÁRTIRES DE RÍO BLANCO,GUSTAVO A MADERO,GAM-7,-99.11415851,19.46177971,
206,9883425,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,PIEDRA,NO SE ESPECIFICA,LOMAS DE CHAMONTOYA,ALVARO OBREGON,AO-3,-99.27122762,19.31502966,
207,9883426,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,SANTA CRUZ,NO SE ESPECIFICA,SANTA CRUZ,TLALPAN,TLP-3,-99.1401001,19.19819955,
208,9883430,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,ORIENTE 237,NO SE ESPECIFICA,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07835458,19.38972671,
209,9883433,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,10/07/2023,SIN PRECISAR,NO SE ESPECIFICA,SAN MARCOS NORTE,XOCHIMILCO,XO-2,-99.11136325,19.26669028,
210,9883435,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,MAR DE LA TRANQUILIDAD,SIN REGISTRO,SELENE 2A. SECCION,TLAHUAC,TLH-2,-99.00730403,19.28336254,
211,9883443,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,REPUBLICA DE CHILE,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-4,-99.13632602,19.43805755,
212,9883447,IZP-9,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/01/2025,BENITO JUAREZ,NO SE ESPECIFICA,1RA. AMPLIACIÓN SANTIAGO ACAHUALTEPEC,IZTAPALAPA,IZP-10,-99.0086211,19.35396245,
