ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y
12369,10030008,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,13/08/2025,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12370,10030010,UAT-GAM-7,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,13/08/2025,RIO DE GUADALUPE,EDUARDO MOLINA,SAN PEDRO EL CHICO,GUSTAVO A MADERO,GAM-7,-99.09920901,19.47457572
12371,10030028,UAT-XO-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,14/08/2025,PLAN DE LA NORIA FRENTE A,REFORMA LABORAL,SAN LORENZO LA CEBADA,XOCHIMILCO,XO-2,-99.12024558,19.27948387
12372,10030030,E,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,13/08/2025,PALMIRA,SIN REGISTRO,JUAN GONZÁLEZ ROMERO,GUSTAVO A MADERO,GAM-4,-99.08985078,19.50466768
12373,10030045,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,14/08/2025,RIO SAN JAVIER,ACUEDUCTO DE GUADALUPE,ACUEDUCTO DE GUADALUPE,GUSTAVO A MADERO,GAM-2,-99.14265811,19.51949288
12374,10030055,IZP-9,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,14/08/2025,ERMITA IZTAPALAPA,Y EMILIANO ZAPATA,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-9,-99.03781056,19.3432472
12375,10030098,IZP-9,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,10/08/2025,PRIMAVERA,ELISA,XALPA,IZTAPALAPA,IZP-10,-99.01605785,19.34789874
12376,10030129,UAT-IZC-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,11/08/2025,H CONGRESO DE LA UNION 460,NO SE ESPECIFICA,PUEBLO DE LA MAGDALENA MIXIUHCA,VENUSTIANO CARRANZA,VC-3,-99.12148006,19.40594208
12377,10030134,UAT-VC-1,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,13/08/2025,INGENIEROS MILITARES,NO SE ESPECIFICA,ARGENTINA PONIENTE,MIGUEL HIDALGO,MH-1,-99.21426505,19.45844144
12378,10030156,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,ALFONSO TORO,Y MARIO FERNANDO LOPEZ PORTILLO,ESCUADRÓN 201,IZTAPALAPA,IZP-1,-99.10959184,19.36685787
12379,10030180,UAT-AO-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,CALLE 7,CALLE F,PODER POPULAR MERCED GOMEZ,ALVARO OBREGON,AO-3,-99.20112289,19.36362204
12380,10030199,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,08/08/2025,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12381,10030256,UAT-VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,09/08/2025,CALZADA IGNACIO ZARAGOZA,BOULEVARD PUERTO AEREO,INDUSTRIAL PUERTO AÉREO,VENUSTIANO CARRANZA,VC-4,-99.09582406,19.41998581
12382,10030261,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,06/08/2025,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12383,10030265,UAT-IZC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/08/2025,ORIENTE 116,SUR 113A,JUVENTINO ROSAS,IZTACALCO,IZC-2,-99.10913453,19.38974531
12384,10030283,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,11/08/2025,BALBOAS,LEON TROTSKY,AMPLIACIÓN SIMÓN BOLÍVAR,VENUSTIANO CARRANZA,VC-2,-99.1009739,19.44735894
12385,10030292,IZP-6,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,13/08/2025,AVENIDA DE LAS TORRES,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03482795,19.36037476
12386,10030298,UAT-VC-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,XICALCO,XANIXA,ARENAL 4A SECCIÓN,VENUSTIANO CARRANZA,VC-5,-99.05439417,19.42908388
12387,10030336,UAT-TLP-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/08/2025,EJE 1 ORIENTE CANAL DE MIRAMONTES,SIN REGISTRO,PLAZA COAPA,TLALPAN,TLP-4,-99.12540409,19.29433855
12388,10030343,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,16/07/2025,2DA LA GLORIA,SIN REGISTRO,SAN MIGUEL AJUSCO,TLALPAN,TLP-2,-99.19456641,19.23225625
12389,10030350,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,30/06/2025,PARGO,SIN REGISTRO,DEL MAR,TLAHUAC,TLH-1,-99.06475393,19.28768304
12390,10030369,UAT-GAM-3,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,14/08/2025,COLECTOR 13,SIN REGISTRO,MAGDALENA DE LAS SALINAS,GUSTAVO A MADERO,GAM-3,-99.13119328,19.48691273
12391,10030372,UAT-BJ-1,ALTO IMPACTO,ROBO A CASA HABITACIÓN CON VIOLENCIA,ROBO A CASA HABITACION CON VIOLENCIA,12/08/2025,TORRES ADALID,SIN REGISTRO,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.1672301,19.39148473
12392,10030379,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,SAN JOSE,SIN REGISTRO,CORPUS CHRISTY,ALVARO OBREGON,AO-2,-99.2467171,19.35801924
12393,10030381,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,07/08/2025,DOBLE RINCONADA DE FUNDICION,SIN REGISTRO,AMPLIACION SAN MIGUEL 8VA.,IZTAPALAPA,IZP-7,-99.07930704,19.35189254
12394,10030389,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,22/07/2025,DE LOS COMPOSITORES,SIN REGISTRO,BOSQUE DE CHAPULTEPEC II SECCIÓN,MIGUEL HIDALGO,MH-5,-99.19655327,19.41465751
12395,10030410,GAM-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,506,Y 521,SAN JUAN DE ARAGÓN I SECCIÓN,GUSTAVO A MADERO,GAM-8,-99.09227157,19.45689199
12396,10030411,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,19/07/2025,LUIS ZAMORA,SIN REGISTRO,EJERCITO DE ORIENTE ZONA PEÑON,IZTAPALAPA,IZP-6,-99.03065474,19.37040976
12397,10030423,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/08/2025,NO SE ESPECIFICA EL LUGAR DE LOS HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12398,10030429,CEN-C,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,13/08/2025,CAKZADA SAN ANTONIO ABAD,SIN REGISTRO,TRANSITO,CUAUHTEMOC,CUH-8,-99.13444492,19.41585946
12399,10030437,UAT-GAM-8,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,14/08/2025,GRAN CANAL,SIN REGISTRO,EJIDOS SAN JUAN DE ARAGON 1A SECCION,GUSTAVO A MADERO,GAM-8,-99.09344262,19.47090797
12400,10030457,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,CALLE I MANZANA XIII,NO SCINCE,EDUCACIÓN,COYOACAN,COY-3,-99.13613532,19.33710187
12401,10030468,COY-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,14/08/2025,SANTA URSULA,SAN GABINO,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.1608569,19.31128005
12402,10030474,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/08/2025,SE IGNORA LUGAR DE HECHOS,- NO SCINCE -,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12403,10030485,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,13/08/2025,NO SE EESPECIFICAN LAS CALLES,SIN REGISTRO,CERRILLOS PRIMERA SECCIÓN,XOCHIMILCO,XO-2,-99.02039874,19.24776477
12404,10030492,GAM-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,ROSAS DE ORIENTE,ENTRE 5 DE MAYO Y EJIDO,DEL OBRERO,GUSTAVO A MADERO,GAM-4,-99.09274086,19.50024185
12405,10030493,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,07/08/2025,TOLUCA,HUATABAMPO,ROMA SUR,CUAUHTEMOC,CUH-7,-99.15699318,19.40726239
12406,10030505,CUH-4,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA BLANCA,15/08/2025,SAN ILDEFONSO,DEL CARMEN,CENTRO,CUAUHTEMOC,CUH-4,-99.12899825,19.4362385
12407,10030551,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,13/08/2025,CALZADA DE TLALPAN,LUISA,DEL LAGO,BENITO JUAREZ,BJ-3,-99.14070359,19.37884966
12408,10030561,IZP-9,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,14/08/2025,LA JOYA,DE LA GARZA,LOMAS DE LA ESTANCIA,IZTAPALAPA,IZP-10,-99.00886349,19.33374946
12409,10030564,UAT-AO-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/08/2025,RIO DE LA MAGDALENA,NO SE ESPECIFICA,SAN ANGEL,ALVARO OBREGON,AO-4,-99.19343734,19.33856312
12410,10030584,GAM-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,15/08/2025,CALZADA TICOMAN,MOYOBAMBA,RESIDENCIAL ZACATENCO,GUSTAVO A MADERO,GAM-3,-99.12667215,19.50182586
12411,10030591,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,RIO CHURUBUSCO,LA VIGA,SECTOR POPULAR,IZTAPALAPA,IZP-1,-99.12237525,19.3689986
12412,10030604,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,13/08/2025,PROVIDENCIA,NO SE ESPECIFICA,AREA FEDERAL PANTEON SAN LORENZO TEZONCO,IZTAPALAPA,IZP-8,-99.0552367,19.31019698
12413,10030628,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA POR CONOCIDO,27/06/2025,PLAZA MITLA,SIN REGISTRO,CULHUACÁN CTM SECCIÓN V,COYOACAN,COY-3,-99.11778473,19.33179693
12414,10030637,UAT-BJ-5,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,08/08/2025,EMPERADORES,MIRAFLORES,PORTALES ORIENTE,BENITO JUAREZ,BJ-5,-99.14100587,19.3653396
12415,10030652,UAT-GAM-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,AZUCENAS,SIN REGISTRO,VISTA HERMOSA,GUSTAVO A MADERO,GAM-1,-99.1230002,19.54758979
12416,10030659,UAT-BJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/08/2025,COYOACAN,SIN REGISTRO,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.17230994,19.36605572
12417,10030661,IZP-6,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR SIN VIOLENCIA,14/08/2025,TEXCOCO,SIN REGISTRO,ERMITA ZARAGOZA,IZTAPALAPA,IZP-6,-98.99345219,19.36839636
12418,10030663,UAT-CUJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/08/2025,NAVIDAD,NO SE ESPECIFICA,LA NAVIDAD,CUAJIMALPA DE MORELOS,CJ-1,-99.28561315,19.37600134
12419,10030675,UAT-MIL-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,13/08/2025,EMILIANO ZAPATA,NO SE ESPECIFICA,SAN MIGUEL (SAN PABLO OZTOTEPEC),MILPA ALTA,MIL-1,-99.07373205,19.18668656
12420,10030684,IZP-8,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,08/08/2025,AGUSTIN DE ITURBIDE,SIN REGISTRO,2DA AMPLIACION PARAJE SAN JUAN,IZTAPALAPA,IZP-8,-99.06768903,19.33627089
12421,10030689,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,15/08/2025,JALAPA,SIN REGISTRO,PROGRESO,ALVARO OBREGON,AO-3,-99.20509592,19.33933352
12422,10030694,UAT-AO-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,JOSE MARIA MATA,PRESA TACUBAYA,LIBERALES DE 1857,ALVARO OBREGON,AO-1,-99.21059987,19.39554642
12423,10030697,UAT-GAM-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,INSURGENTES,SIN REGISTRO,TEPEYAC INSURGENTES,GUSTAVO A MADERO,GAM-6,-99.12012756,19.49052887
12424,10030703,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,CORDOBA,CHIAPAS,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.15728498,19.41344817
12425,10030706,IZP-8,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/07/2025,GUSTAVO DIAZ ORDAZ,VENUSTIANO CARRANZA,PRESIDENTES DE MÉXICO,IZTAPALAPA,IZP-8,-99.06027943,19.33131403
12426,10030732,UAT-VC-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,08/08/2025,CONGRESO DE LA UNION,ESQUINA CALLE ALARCON,EMILIANO ZAPATA,VENUSTIANO CARRANZA,VC-1,-99.118995,19.43461957
12427,10030738,IZP-9,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,14/08/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12428,10030741,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,SANDALO,AZAHARES,SANTA MARIA INSURGENTES,CUAUHTEMOC,CUH-1,-99.14762663,19.46113054
12429,10030756,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,15/08/2025,SAN RAFAEL ATLIXCO Y AMADO NERVO,NO SE ESPECIFICA,SANTA ANA PONIENTE,TLAHUAC,TLH-1,-99.04464003,19.30812728
12430,10030769,UAT-TLP-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,MECACALCO,SIN REGISTRO,CANTERA PUENTE DE PIEDRA,TLALPAN,TLP-3,-99.16442491,19.29932999
12431,10030820,UAT-GAM-3,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,11/08/2025,TICOMAN,SIN REGISTRO,RESIDENCIAL ZACATENCO,GUSTAVO A MADERO,GAM-3,-99.12756599,19.50297688
12432,10030823,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,13/08/2025,ROSARIO,FRAY SERVANDO,ZONA CENTRO,VENUSTIANO CARRANZA,VC-1,-99.12375391,19.42302384
12433,10030828,UAT-TLP-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,08/08/2025,MIGUEL M ACOSTA,NO SE ESPECIFICA,HÉROES DE 1910,TLALPAN,TLP-2,-99.23477322,19.24598741
12434,10030829,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,VERACRUZ,NO SE ESPECIFICA,LOMAS DE SAN ÁNGEL INN,ALVARO OBREGON,AO-3,-99.20672491,19.34162916
12435,10030867,IZP-6,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,14/08/2025,GUELATAO,SIN REGISTRO,ÁLVARO OBREGÓN,IZTAPALAPA,IZP-6,-99.03820217,19.37625057
12436,10030874,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/07/2025,XOCOTITLA,SIN REGISTRO,SAN FRANCISCO CULHUACAN,COYOACAN,COY-3,-99.1184599,19.33450494
12437,10030906,UAT-TLP-3,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,13/08/2025,11,NO SE ESPECIFICA,BELISARIO DOMÍNGUEZ SECCIÓN XVI,TLALPAN,TLP-3,-99.15420637,19.29204232
12438,10030908,IZP-6,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,15/08/2025,CALZADA ERMITA IZTAPALAPA,PARAISO,XALPA,IZTAPALAPA,IZP-10,-99.01917189,19.34693453
12439,10030912,UAT-VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,TATAC,SIN REGISTRO,ARENAL PUERTO AÉREO,VENUSTIANO CARRANZA,VC-5,-99.05967861,19.42715962
12440,10030959,UAT-AO-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,21/06/2025,BOULEVARD DE LA LUZ,PICACHO,JARDINES DEL PEDREGAL,ALVARO OBREGON,AO-4,-99.21002716,19.31084719
12441,10030981,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,CIRCUITO MANUEL ECHEGARAY,EXPLORADORES,EJERCITO DE ORIENTE ZONA PEÑON,IZTAPALAPA,IZP-6,-99.0300335,19.36984249
12442,10030985,UAT-AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,TERCERA DE CASITAS,NO SE ESPECIFICA,2A. AMPLIACION JALALPA EL GRANDE,ALVARO OBREGON,AO-2,-99.24264148,19.36904288
12443,10030989,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,MORELOS,NO SE ESPECIFICA,JALALPA TEPITO,ALVARO OBREGON,AO-2,-99.22877982,19.38040905
12444,10031000,GAP,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,CALZADA DE TLALPAN,SIN REGISTRO,TIZAPAN,ALVARO OBREGON,AO-4,-99.19814122,19.34005026
12445,10031023,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,13/08/2025,UNIVERSIDAD,NO SE ESPECIFICA,BARRIO OXTOPULCO UNIVERSIDAD,COYOACAN,COY-1,-99.18072758,19.34655591
12446,10031027,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,14/08/2025,NO PORPORCIONA LUGAR EXACTO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12447,10031034,UAT-TLP-3,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,13/08/2025,CARRETERA PICACHO AJUSCO,NO SE ESPECIFICA,JARDINES EN LA MONTAÑA,TLALPAN,TLP-2,-99.20734495,19.30275188
12448,10031049,UAT-COY-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,MIGUEL ANGEL DE QUEVEDO,NO SE ESPECIFICA,BARRIO OXTOPULCO UNIVERSIDAD,COYOACAN,COY-1,-99.17719692,19.34615506
12449,10031056,UAT-AZ-1,ALTO IMPACTO,ROBO A CASA HABITACIÓN CON VIOLENCIA,ROBO A CASA HABITACION CON VIOLENCIA,01/08/2025,SANTANDER,SIN REGISTRO,SAN RAFAEL,AZCAPOTZALCO,AZ-2,-99.18897048,19.48592565
12450,10031059,UAT-CUJ-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,10/08/2025,PLAZA EUROTEN TIENDA 2039,NO SE ESPECIFICA,LAS TINAJAS,CUAJIMALPA DE MORELOS,CJ-2,-99.283517,19.35592602
12451,10031066,UAT-MH-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,15/08/2025,CALLEJON PANAL,CASA MARILLA,REFORMA PENSIL,MIGUEL HIDALGO,MH-2,-99.19188,19.44845596
12452,10031078,UAT-VC-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/08/2025,ENRIQUE FARMAN,JUAN PABLO ALDASORO,AVIACIÓN CIVIL,VENUSTIANO CARRANZA,VC-5,-99.07793373,19.41569553
