ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y
88,9882951,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,01/01/2025,ERMITA IZTAPALAPA,FUNDICION,AMPLIACION SAN MIGUEL 8VA.,IZTAPALAPA,IZP-7,-99.0785005,19.35257059
89,9882967,IZP-8,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,27/12/2024,FRESNOS,CALLEJON VERDE,SAN ANDRÉS TOMATLÁN,IZTAPALAPA,IZP-7,-99.10367087,19.32637432
90,9882963,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,20/12/2024,BELGICA,EMILIANO ZAPATA,PORTALES SUR,BENITO JUAREZ,BJ-4,-99.1459415,19.36472427
91,9883023,COY-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,02/01/2024,IGNACIO ALLENDE,SIN REGISTRO,DEL CARMEN,COYOACAN,COY-2,-99.16173747,19.34999164
92,9883028,H1,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,03/01/2025,LAGUNA DEL CARMEN,LAGO CHALCO,ANAHUAC,MIGUEL HIDALGO,MH-1,-99.17575657,19.44860076
93,9883031,CJ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2025,6 DE ENERO,25 DE DICIEMBRE,LA NAVIDAD,CUAJIMALPA DE MORELOS,CJ-1,-99.28366546,19.37288095
94,9883045,UAT-MH-4,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,04/01/2024,CALZADA MEXICO TACUBA,NO SE ESPECIFICA,TACUBA,MIGUEL HIDALGO,MH-1,-99.18866023,19.45939698
95,9883068,UAT-TLP-1,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,03/01/2024,CALZADA DE TLALPAN,SIN REGISTRO,SAN DIEGO CHURUBUSCO,COYOACAN,COY-3,-99.14494801,19.3534207
96,9883111,UAT-TLH-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,02/01/2025,FRANCISCO JIMENEZ,DOMINGO RODRIGUEZ DE ARELLANO,CONCHITA B,TLAHUAC,TLH-1,-99.03641414,19.28331474
97,9883143,IZP-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,04/01/2025,CALZADA ERMITA IZTAPALAPA,CIRCUNVALACION AVENIDA DE LAS TORRES,PARAJE ZACATEPEC,IZTAPALAPA,IZP-5,-99.01603961,19.35231126
98,9883150,COY-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO OFICIAL CON VIOLENCIA,04/01/2025,CIRCUITO DEPORTIVO,NO SE ESPECIFICA,ESTADIO OLIMPICO MEXICO 68,COYOACAN,COY-1,-99.19476774,19.33291456
99,9883191,AEJPA,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,03/01/2025,3 ORIENTE AZUCAR,SIN REGISTRO,GRANJAS MÉXICO,IZTACALCO,IZC-2,-99.11203929,19.39824726
100,9883196,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA POR CONOCIDO,16/09/2023,SIN REGISTRO,NO SE ESPECIFICA,MIRADOR II,TLALPAN,TLP-1,-99.22438469,19.27057565
101,9883206,UAT-BJ-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,30/12/2024,REPUBLICA DE VENEZUELA,RODRIGUEZ PUEBLA,CENTRO,CUAUHTEMOC,CUH-4,-99.12737757,19.43690296
102,9883228,IZP-8,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,03/01/2025,RIO ELBA,SIN REGISTRO,VALLE DE SAN LORENZO,IZTAPALAPA,IZP-8,-99.07677072,19.29701151
103,9883230,UAT-AO-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,03/01/2025,ESCOLLO,SIN REGISTRO,Las Aguilas (AOB-3),ALVARO OBREGON,AO-3,-99.21890661,19.35196684
104,9883234,IZP-5,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,04/01/2025,PLAN DE AYALA,FELIPE ANGELES,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03313816,19.35144223
105,9883249,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,21/12/2024,CERRADA TERCERA,NO SE ESPECIFICA,TEPALCATES,IZTAPALAPA,IZP-6,-99.05763427,19.39415542
106,9883261,UAT-IZC-2,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,03/01/2025,CALZADA IGNACIO ZARAGOZA,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06435471,19.40104204
107,9883268,UAT-AO-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,02/01/2025,COMAYAHUENSES,SIN REGISTRO,FRANCISCO VILLA,ALVARO OBREGON,AO-1,-99.20431975,19.38445135
108,9883273,UAT-IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,03/01/2025,71,EJE 8 SUR CALZADA ERMITA IZTAPALAPA,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-5,-99.04751211,19.34280431
109,9883280,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,03/01/2025,GUANAJUATO,ORIZABA Y JALAPA,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.16011348,19.41674349
110,9883286,COY-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,04/01/2025,JUMIL,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.17068452,19.3234931
111,9883290,IZC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2025,SIES,RIO CHURUBUSCO,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.05795563,19.42067102
112,9883299,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2025,FERROCARRIL DE CUERNAVACA,CANARIOS,BELLAVISTA,ALVARO OBREGON,AO-1,-99.19274334,19.39939633
113,9883316,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,01/10/2024,BUFALO,SIN REGISTRO,ACTIPAN,BENITO JUAREZ,BJ-2,-99.1794246,19.36705664
114,9883331,CEN-C,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,29/12/2024,AV PASEO DE LA REFORMA,DR BASILIO VADILLO,TABACALERA,CUAUHTEMOC,CUH-5,-99.14765811,19.43692591
115,9883364,UAT-BJ-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,03/01/2025,AVENIDA RIO CHURUBUSCO,NO SE ESPECIFICA,XOCO,BENITO JUAREZ,BJ-4,-99.16778773,19.35880329
116,9883384,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2024,PLUTARCO ELIAS CALLES,NO SE ESPECIFICA,CHINAMPAC DE JUÁREZ,IZTAPALAPA,IZP-5,-99.04922068,19.37891241
117,9883385,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,03/01/2025,ESTADO DE CHIAPAS,CONSTITUCION DE LA REPUBLICA,PROVIDENCIA,GUSTAVO A MADERO,GAM-5,-99.06495599,19.48031961
118,9883394,GAM-4,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,04/01/2025,LEON CAVALO,SAINT SAENZ,VALLEJO,GUSTAVO A MADERO,GAM-6,-99.13462523,19.47022019
119,9883400,UAT-BJ-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,04/01/2025,RUMANIA,NO SE ESPECIFICA,PORTALES SUR,BENITO JUAREZ,BJ-4,-99.14644472,19.36664974
120,9883406,CEN-C,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,01/01/2025,SAN ANTONIO ABAD,SIN REGISTRO,OBRERA,CUAUHTEMOC,CUH-8,-99.13469114,19.41591498
121,9883434,MH-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2024,TERCER CALLEJON DE RIO SAN JOAQUIN,Y RIO SAN JOAQUIN,10 DE ABRIL,MIGUEL HIDALGO,MH-2,-99.20880273,19.44896369
122,9883439,CEN-C,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,03/01/2025,GIRON,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-4,-99.12849926,19.43857659
123,9883442,UAT-CUH-7,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2025,AVENIDA NUEVO LEON,NO SE ESPECIFICA,HIPÓDROMO,CUAUHTEMOC,CUH-7,-99.17207158,19.41190578
124,9883481,CUH-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,05/01/2025,PROLONGACION GUERRERO,NO SE ESPECIFICA,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,CUH-1,-99.14394423,19.46012701
125,9883491,XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,ZARAGOZA,NO SE ESPECIFICA,CALTONGO,XOCHIMILCO,XO-2,-99.08445753,19.25767802
126,9883499,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,05/01/2025,10 DE MAYO,SIN REGISTRO,LAS CRUCES,LA MAGDALENA CONTRERAS,MC-1,-99.25590147,19.31726641
127,9883503,IZP-8,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,05/01/2025,MORAS,SIN REGISTRO,LOMAS DE SAN LORENZO,IZTAPALAPA,IZP-8,-99.05933261,19.31675869
128,9883508,UAT-AO-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,05/01/2025,NICOLAS BRAVO FRENTE AL NUMERO 12,SIN REGISTRO,JALALPA TEPITO,ALVARO OBREGON,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO
129,9883524,IZP-6,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,05/01/2025,SIN REGISTRO,SIN PRECISAR,SIN REGISTRO,IZTAPALAPA,FIIZP-0,SIN REGISTRO,SIN REGISTRO
130,9883531,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,04/01/2025,PONCIANO ARRIAGA,SIN REGISTRO,TABACALERA,CUAUHTEMOC,CUH-5,-99.15371059,19.43788756
131,9883533,IZP-9,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,30/12/2024,UNIVERSIDAD,SIN REGISTRO,VIVEROS DE COYOACÁN,COYOACAN,COY-2,-99.17201757,19.35858718
132,9883548,IZP-6,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,05/01/2025,SIN REGISTRO,SIN PRECISAR,SIN REGISTRO,IZTAPALAPA,FIIZP-0,SIN REGISTRO,SIN REGISTRO
133,9883559,COY-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,23/12/2024,TOTONACAS,NEZAHUALPILLI,AJUSCO,COYOACAN,COY-4,-99.16598529,19.31476054
134,9883561,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,05/01/2017,MANUEL ANDRADE,ESCUADRON TRUJANO,EJERCITO DE ORIENTE ZONA PEÑON,IZTAPALAPA,IZP-6,-99.02666049,19.37136395
135,9883572,MH-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,GOLFO DE TEHUANTEPEC,Y LAGO ATHABASCA,SAN DIEGO OCOYOACAC,MIGUEL HIDALGO,MH-1,-99.19232082,19.46322727
136,9883595,VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,CONGRESO DE LA UNION,SIN REGISTRO,10 DE MAYO,VENUSTIANO CARRANZA,VC-1,-99.11889482,19.43251145
137,9883643,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,05/01/2024,SANTA CRUZ ACALPIXCA,SIN REGISTRO,SAN JOSE OBRERO,XOCHIMILCO,XO-2,-99.07304348,19.23343298
138,9883646,BJ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,ENRIQUE REBSAMEN,SIN REGISTRO,NARVARTE,BENITO JUAREZ,BJ-3,-99.15929452,19.39283957
139,9883660,UAT-IZC-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,02/01/2025,SEIS,EUGENIA RAMIREZ,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.0597393,19.40396026
140,9883668,UAT-IZC-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,01/01/2025,ORIENTE 241 A,SUR 16,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07270711,19.39453563
141,9883685,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,27/12/2024,TLAHUAC,AMBROSIO DEL PINO,EL ROSARIO,IZTAPALAPA,IZP-8,-99.06549498,19.30627939
142,9883693,GAM-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,NORTE 66 A,ORIENTE  91,CUCHILLA LA JOYA,GUSTAVO A MADERO,GAM-7,-99.11054537,19.46060246
143,9883702,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,04/01/2025,PERIFERICO CANAL DE GARAY,RIO BRAVO,PUENTE BLANCO,IZTAPALAPA,IZP-8,-99.06736113,19.32868115
144,9883711,IZP-8,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,30/12/2024,MANUEL GONZALEZ,BENITO JUAREZ,PRESIDENTES DE MÉXICO,IZTAPALAPA,IZP-8,-99.05722305,19.33180631
145,9883717,IZP-6,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,05/01/2025,CALZADA IGNACIO ZARAGOZA,CANAL DE SAN JUAN PERIFERICO,TEPALCATES,IZTAPALAPA,IZP-6,-99.05810684,19.39745555
146,9883728,CUH-2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,05/01/2025,TENOCHTITLAN,BARTOLOME DE LAS CASAS,MORELOS,CUAUHTEMOC,CUH-3,-99.12935838,19.44589833
147,9883730,UAT-COY-5,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,05/01/2025,CALCACHEN,NO SE ESPECIFICA,LOMAS DE PADIERNA,TLALPAN,TLP-1,-99.22641411,19.29728264
148,9883738,MH-5,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,05/01/2025,CUITLAHUAC,NO SE ESPECIFICA,POPOTLA,MIGUEL HIDALGO,MH-1,-99.17920321,19.45849708
149,9883750,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,02/01/2025,REPUBLICA DE BOLIVIA,DEL CARMEN,CENTRO,CUAUHTEMOC,CUH-4,-99.12910782,19.43902798
150,9883751,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,27/12/2024,UNIVERSIDAD,NO SE ESPECIFICA,BARRIO OXTOPULCO UNIVERSIDAD,COYOACAN,COY-1,-99.18072765,19.34655545
151,9883752,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,SEGUNDA CERRADA DE LAS TORRES,LAS TORRES,LOMAS DE ZARAGOZA,IZTAPALAPA,IZP-10,-98.99605729,19.34811196
152,9883753,UAT-BJ-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,02/01/2025,PRIVADA LAGO,NO SE ESPECIFICA,AMÉRICAS UNIDAS,BENITO JUAREZ,BJ-3,-99.14210156,19.38147933
153,9883777,XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,CIRCUITO CUEMANCO NORTE,NO SE ESPECIFICA,BARRIO 18,XOCHIMILCO,XO-2,-99.1124028,19.28225868
154,9883791,UAT-IZC-2,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,05/01/2025,SUR 121,SIN REGISTRO,GABRIEL RAMOS MILLÁN SECCIÓN TLACOTAL,IZTACALCO,IZC-2,-99.10420194,19.39390496
155,9883792,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,CANAL KIEL,NO SE ESPECIFICA,CARLOS HANK GONZALEZ,IZTAPALAPA,IZP-9,-99.05165747,19.32921963
156,9883798,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,03/01/2024,VULCANIZACION,NO SE ESPECIFICA,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,VC-2,-99.11167654,19.44435579
157,9883807,XO-2,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,05/01/2025,2DA GUADALUPE RAMIRE Y GUDALUPE I RAMIREZ,NO SE ESPECIFICA,SAN GREGORIO ATLAPULCO,XOCHIMILCO,XO-2,-99.03224364,19.26247823
158,9883818,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,17/12/2024,REVOLUCION,NO SE ESPECIFICA,SANTA MARIA NONOALCO,BENITO JUAREZ,BJ-1,-99.18657542,19.38453633
159,9883828,UAT-IZC-2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,06/01/2025,TERCE ANILLO DE CIRCUNVALACION,CALLE 5 DE MAYO,SANTA BÁRBARA,IZTAPALAPA,IZP-2,-99.10445943,19.36416167
160,9883843,VC-3,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,06/01/2025,QUETZAL,ILHHUILCAMINA,EL PARAÍSO,IZTAPALAPA,IZP-6,-99.03520051,19.37677168
161,9883844,UAT-MC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,06/01/2024,LUIS CABRERA,PROLONGACION CRUZ BLANCA,CUAUHTÉMOC,LA MAGDALENA CONTRERAS,MC-1,-99.24270549,19.32164863
162,9883847,UAT-MC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,06/01/2025,PALOMA TORCAZ,COLUMBA,VISTA HERMOSA,LA MAGDALENA CONTRERAS,MC-1,-99.25405423,19.31253677
163,9883848,2,ALTO IMPACTO,HOMICIDIO DOLOSO,FEMINICIDIO POR ARMA BLANCA,06/01/2025,ALCATRAZ,SEBASTIAN TREJO Y EMILIO LAURENT,LA CONCHITA,TLAHUAC,TLH-1,-99.03505826,19.27506854
164,9883876,UAT-MH-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,01/01/2025,8 DE SEPTIEMBRE,NO SE ESPECIFICA,DANIEL GARZA,MIGUEL HIDALGO,MH-5,-99.19923328,19.40511545
165,9883903,UAT-IZP-5,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,26/12/2024,MEXICO PUEBLA,MINAS,SAN MIGUEL TEOTONGO,IZTAPALAPA,IZP-10,-98.98362558,19.34761941
166,9883905,IZP-1,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON VIOLENCIA,07/12/2024,INDEPENDENCIA,SIN REGISTRO,AMPLIACIÓN EL TRIUNFO,IZTAPALAPA,IZP-1,-99.11622796,19.37504773
167,9883906,FDS-4,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,06/12/2024,FORTUNA,SIN REGISTRO,CHURUBUSCO TEPEYAC,GUSTAVO A MADERO,GAM-3,-99.13802025,19.48633223
168,9883918,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,05/01/2025,CENTRO COMERCIAL CHEDRAUI COAPA CALZADA DEL HUESO Y RANCHO VISTA HERMOSA,NO SE ESPECIFICA,CAMPESTRE COYOACÁN,COYOACAN,COY-5,-99.11888033,19.30205321
169,9883922,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,02/11/2023,ALMENDRO,SIN REGISTRO,PUEBLO NUEVO ALTO,LA MAGDALENA CONTRERAS,MC-2,-99.25284045,19.3043684
170,9883929,UAT-COY-5,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,06/01/2025,CIENEGA,PLAZUELA DE LOS REYES,PUEBLO DE LOS REYES,COYOACAN,COY-2,-99.15337153,19.33608804
171,9883941,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,05/01/2025,TAXQUEÑA,SIN REGISTRO,QUETZALCOATL,COYOACAN,COY-3,-99.13119167,19.33999002
172,9883948,UAT-CUH-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2025,MESONES,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.13611252,19.42854547
173,9883953,UAT-TLH-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,05/01/2025,CISNES,TIENDA 3 B,LOS OLIVOS,TLAHUAC,TLH-1,-99.05577835,19.30016443
174,9883970,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,03/01/2025,av mexico coyoacan,SIN REGISTRO,XOCO,BENITO JUAREZ,BJ-4,-99.16330844,19.35998
